NUMERO_CLIENT;DATE_CONTRAT;DEPARTEMENT;CIVILITE;NOM;PRENOM;DATE_NAISSANCE;TELEPHONE_FIXE;TELEPHONE_MOBILE;EMAIL;NUMERO_VOIE;NOM_VOIE;CODE_POSTAL;COMMUNE
FR-02032018-18207227;03/02/2018;50;Mme;BOISSIER;ROLANDE;27/04/1959;02.50.09.27.17;06.03.95.00.86;rolande.boissier8529@wanadoo.fr;123;CHEMIN DU VIGNEAU;50630;CRASVILLE
FR-21022022-17420139;21/02/2022;57;M.;FREMAUX;JULIEN;16/05/1988;03.57.07.28.64;07.13.60.15.86;julien.fremaux6693@gmail.com;59;RUE PERE LAFOSSE;57450;THÉDING
FR-05072020-16545233;07/05/2020;35;Mme;FAVARD;ARLETTE;17/10/1982;null;07.35.49.50.06;arlette.favard4852@wanadoo.fr;138;RUE DUPRE SAINT MAUR;35420;MONTHAULT
FR-13122021-15882663;13/12/2021;02;Mme;GROSS;MARIE;31/08/1993;03.60.22.36.62;07.59.11.69.95;marie.gross8727@free.fr;49;CHEMIN DU POUNTIL;02860;MARTIGNY-COURPIERRE
FR-10032016-15035283;03/10/2016;73;M.;DAIX;YEHUDI;28/05/1994;null;06.53.46.94.53;daix.yehudi@sfr.fr;15;RUE BELLAVOINE;73800;VILLARD-D'HÉRY
FR-01032016-16492149;03/01/2016;53;Mme;TAVEAU;CARMEN;19/07/1943;null;07.76.35.11.30;taveau.carmen@sfr.fr;71;RUE NEUVE;53230;COSSÉ-LE-VIVIEN
FR-09052021-16627808;05/09/2021;55;Mme;ROHART;NADINE;20/09/1949;null;06.28.38.72.31;nadine.rohart8462@orange.fr;51;RUE DE LA MAIRIE;55150;CHAUMONT-DEVANT-DAMVILLERS
FR-19042020-19415712;19/04/2020;39;Mme;JOUSSEAUME;LUCILE;28/05/1960;03.84.79.06.79;07.17.01.57.46;lucile.jousseaume7034@wanadoo.fr;82;RUE DES FONDEURS PACCARD;39100;BAVERANS
FR-08072017-17676385;07/08/2017;19;M.;NIVAULT;THOMAS;22/05/1982;null;06.47.39.05.77;thomas.nivault1320@live.fr;65;RUE SAINT JEAN D ETAMPES;19800;VITRAC-SUR-MONTANE
FR-17112014-14699082;17/11/2014;17;M.;MORET;AH;18/04/1990;05.16.59.65.04;06.45.39.85.46;ah@moret.fr;29;CHEMIN DE MARIE ANNE;17490;SIECQ
FR-13022021-16511809;13/02/2021;21;M.;MELLIER;BRAS;20/11/1999;03.45.45.68.98;06.75.36.37.46;bras.mellier1139@free.fr;119;RUE DU CHEVECIER;21360;THOMIREY
FR-14062017-15097541;14/06/2017;55;Mme;RAHAL;ROSE;09/10/1995;03.57.57.80.17;06.14.64.87.31;rose.rahal2604@orange.fr;73;SQUARE JULIEN GRIMONPREZ;55320;MOUILLY
FR-17062011-16042572;17/06/2011;28;Mme;ELBAZ;LOURDES;04/04/1948;02.36.21.09.67;07.28.43.31.52;lourdes.elbaz@free.fr;62;RUE DE LA LANDE GRELE;28630;BERCHÈRES-LES-PIERRES
FR-27032020-17726848;27/03/2020;35;M.;BRENNER;ALEXANDRE;25/08/1974;null;06.39.97.43.59;alexandre.brenner8506@wanadoo.fr;36;BOULEVARD DE L EGALITE;35250;MOUAZÉ
FR-18022013-17068866;18/02/2013;17;Mme;GIRAULT;JOLIE;28/10/1981;null;06.16.71.22.76;jolie.girault22@gmail.com;106;RUE JEAN DELAIR;17600;PISANY
FR-20042019-18015206;20/04/2019;07;Mme;ASSOUMANI;GIGI;17/01/1941;null;06.70.09.95.07;assoumani.gigi5872@gmail.com;113;CHEMIN DE CAZALIS;07400;MEYSSE
FR-14062010-14575219;14/06/2010;82;M.;JAAFAR;AH;22/08/1998;null;07.77.46.55.53;ah.jaafar6065@wanadoo.fr;49;RUE NOTRE DAME;82150;SAINT-BEAUZEIL
FR-24122014-17498127;24/12/2014;46;M.;COLLOMB;AUGUSTE;10/08/1990;null;07.93.98.17.06;auguste.collomb4666@sfr.fr;36;RUE LOTISSEMENT EN LA COUR;46800;BAGAT-EN-QUERCY
FR-16072013-16636328;16/07/2013;21;Mme;LARGEAU;MARIE;01/01/1981;03.79.60.47.08;06.47.17.60.14;marie.largeau6917@gmail.com;139;RUE DES TROIS CHEMINEES;21340;BAUBIGNY
FR-24102020-16222140;24/10/2020;33;Mme;CATTIN;REINE;12/08/1987;05.56.51.63.85;06.20.93.73.38;cattin.reine@free.fr;14;RUE DES GOYAVIERS;33190;PUYBARBAN
FR-12082019-16421370;08/12/2019;79;Mme;DERBAL;ADRIENNE;04/12/1942;null;07.94.30.27.40;adrienne.derbal@sfr.fr;24;ROUTE NATIONALE 117;79100;THOUARS
FR-08112014-15980312;11/08/2014;12;Mme;MATIAS;ALICE;12/12/1984;null;07.67.55.28.70;alice.matias7807@free.fr;118;RUE JOSEPH BLEUNVEN;12470;CONDOM-D'AUBRAC
FR-14072021-15596927;14/07/2021;11;Mme;AMET;HORTENSE;04/11/1940;null;07.60.72.01.53;hortense.amet9100@sfr.fr;51;CHEMIN DU GUILLERMY;11140;LE BOUSQUET
FR-04072021-16245079;07/04/2021;77;Mme;LOZE;MARGUERITE;05/06/1956;null;06.42.93.51.21;marguerite.loze@wanadoo.fr;27;CHEMIN DIT DE LA MONTAGNE;77173;CHEVRY-COSSIGNY
FR-08062014-17796316;06/08/2014;65;Mme;TREGUER;PAULINE;02/04/1955;05.32.37.17.48;07.60.74.60.34;pauline.treguer7200@gmail.com;124;RUE DES QUATRE CHEMINS;65300;LANNEMEZAN
FR-11112011-16943037;11/11/2011;27;M.;DEROCHE;JOSEPH;12/03/1942;null;06.54.69.41.31;joseph.deroche9949@free.fr;47;IMPASSE DU MUSICIEN;27120;AIGLEVILLE
FR-29072022-13636087;29/07/2022;41;Mme;BAYO;AH;08/05/1955;02.36.74.58.13;null;ah.bayo138@free.fr;130;CHEMIN DE LA CAPERANIE;41310;AMBLOY
FR-09052022-17715707;05/09/2022;31;M.;BONNEAUD;MARTIN;01/12/1958;null;07.25.64.74.66;bonneaud.martin9915@free.fr;65;PASSAGE DES DEUX PAVILLONS;31620;GARGAS
FR-19052021-15244998;19/05/2021;38;M.;MURE;JUSTE;06/03/1945;null;06.93.32.74.73;juste.mure@sfr.fr;15;IMPASSE DU FAOU;38460;ANNOISIN-CHATELANS
FR-21112019-17267440;21/11/2019;64;M.;DELVOYE;LOUIS;07/02/1988;null;07.88.03.31.47;louis.delvoye@gmail.com;46;CHEMIN DE SARRAOUSTE;64490;ETSAUT
FR-26032023-19333137;26/03/2023;83;Mme;LOUBOUTIN;GIOCONDA;01/10/1958;null;06.57.97.33.40;gioconda.louboutin7216@wanadoo.fr;46;CHEMIN DE LA REMISE ROUGE;83390;PUGET-VILLE
FR-17082017-15286285;17/08/2017;07;Mme;LEONE;DIANE;05/01/1982;null;06.29.99.98.75;diane.leone6489@laposte.net;55;RUE DE LA COTE;07610;SÉCHERAS
FR-15112023-16829004;15/11/2023;77;Mme;MACHARD;LOUISE;08/11/1978;01.88.20.81.83;06.17.91.36.59;machard.louise7718@gmail.com;120;RUE DE LA ROCHE (GODAN);77720;SAINT-OUEN-EN-BRIE
FR-13092010-18409733;13/09/2010;65;M.;BOURQUIN;JOSEPH;08/03/1982;null;07.60.92.66.16;bourquin.joseph5727@sfr.fr;3;RUE DU FAUBOURG;65140;BUZON
FR-20102020-15499933;20/10/2020;80;Mme;NOIR;OLYMPE;25/03/1971;03.65.63.34.80;07.86.24.27.10;olympe.noir9874@laposte.net;2;RUE DE PATURANGE;80080;AMIENS
FR-31082015-17073454;31/08/2015;62;Mme;SPECHT;MADELEINE;08/11/1968;null;06.53.15.03.32;madeleine.specht8639@orange.fr;66;ROUTE DE ROUFFIGNY;62380;QUERCAMPS
FR-29062017-17587256;29/06/2017;11;Mme;GERMOND;LOURDES;27/07/1947;null;06.63.23.19.34;germond.lourdes5243@laposte.net;12;RUE DE LA VIOUZE;11190;FOURTOU
FR-29112018-16930584;29/11/2018;33;Mme;GREGORI;JOLIE;10/06/1978;05.56.98.55.24;06.41.85.58.57;gregori.jolie6765@laposte.net;132;CHEMIN DU STADE;33420;LUGAIGNAC
FR-11122011-17080662;12/11/2011;12;Mme;CHAOUCHE;MARIE;02/10/1980;null;null;chaouche.marie6245@wanadoo.fr;38;IMPASSE DES ORCHIDEES;12100;SAINT-GEORGES-DE-LUZENÇON
FR-18082020-18657459;18/08/2020;71;Mme;TONNELLIER;ANNE;12/10/1964;null;06.71.46.52.83;anne.tonnellier9487@free.fr;40;RUE DES CHARMILLES;71340;MELAY
FR-29052015-18240650;29/05/2015;15;Mme;GUERRIER;JOHANNA;19/01/1941;null;06.10.54.31.68;johanna.guerrier@wanadoo.fr;84;RUE DES BURLATS;15800;JOU-SOUS-MONJOU
FR-30092017-15149970;30/09/2017;85;Mme;PREAU;HIBA;02/10/1973;null;null;hiba.preau@laposte.net;65;RUE DE LA LUCQUES;85250;SAINT-ANDRÉ-GOULE-D'OIE
FR-22112021-16849320;22/11/2021;68;M.;SANNIER;DAVID;20/07/1962;03.89.22.38.17;07.82.35.50.18;sannier.david7674@sfr.fr;7;CHEMIN DE LA CROIX;68650;LE BONHOMME
FR-19092019-14812460;19/09/2019;73;M.;PAPA;LOUIS;31/10/1985;null;null;louis.papa2936@sfr.fr;110;IMPASSE DES FAUVETTES;73700;SÉEZ
FR-01062023-15725377;06/01/2023;82;Mme;CALAIS;SUSE;08/03/1979;null;06.33.36.81.35;suse.calais3629@orange.fr;22;RUE DES COQUELICOTS;82600;AUCAMVILLE
FR-02062013-16505911;06/02/2013;60;M.;AHAMADA;FERNAND;15/08/1942;03.64.06.38.11;07.49.32.69.50;fernand.ahamada3492@gmail.com;135;RUE THEO FISCHER;60740;SAINT-MAXIMIN
FR-29082010-18200674;29/08/2010;33;M.;MARTINAT;JACQUES;20/11/1943;null;07.38.56.13.90;jacques.martinat7278@free.fr;136;RUE DU CHATEAU D'EAU;33340;VALEYRAC
FR-07062017-16404330;06/07/2017;66;Mme;ALCARAZ;ROSA;16/08/1997;null;06.50.10.32.92;alcaraz.rosa8234@free.fr;145;ROUTE DE TREVOUX;66540;BAHO
FR-09122010-15701784;12/09/2010;34;M.;SAIFI;MARTIN;28/06/1973;null;null;martin.saifi@sfr.fr;99;CHEMIN DES REISSETTES;34140;BOUZIGUES
FR-24072011-14777070;24/07/2011;31;M.;GHANEM;AH;04/08/1973;null;06.83.98.51.78;ah.ghanem2915@sfr.fr;69;CHEMIN DES LAPINS;31800;SAINT-MARCET
FR-14052018-16650745;14/05/2018;80;Mme;NORMAND;LIEN;30/07/1987;null;07.28.23.74.81;normand.lien5862@sfr.fr;146;IMPASSE DE LA SOURCE;80310;HANGEST-SUR-SOMME
FR-09112011-13497807;11/09/2011;27;Mme;LE;VIENNE;06/05/1957;null;06.66.22.41.60;vienne.le@orange.fr;8;RUE JEAN MERMOZ;27190;ORMES
FR-22092020-14452667;22/09/2020;36;M.;DALI;HENRI;03/07/2003;null;07.27.54.01.63;dali.henri@free.fr;100;RUE LEON GOLSE;36600;FONTGUENAND
FR-22012015-18694160;22/01/2015;80;M.;DELESALLE;AUGUSTIN;09/08/2000;null;06.61.70.77.52;augustin.delesalle1350@free.fr;23;RUE PABLO CAZALS;80700;MARCHÉ-ALLOUARDE
FR-25042023-17753062;25/04/2023;09;Mme;BERTRAND;BLANCHE;24/09/1992;05.36.53.91.61;07.59.40.16.39;blanche.bertrand7641@sfr.fr;82;CHEMIN DE LA VAUSSOURDE;09140;SEIX
FR-24042017-15817126;24/04/2017;72;Mme;CLAUSSE;AH;02/12/1942;null;06.68.19.91.87;ah.clausse@wanadoo.fr;125;RUE GRANDE RUE A LEFFOND;72610;CHÉRISAY
FR-21072013-15782393;21/07/2013;61;M.;POIRE;ROGER;28/10/1969;null;07.47.54.86.86;roger.poire3548@gmail.com;140;CHEMIN DE COMBELIBERT;61400;CORBON
FR-08032010-17536138;03/08/2010;42;M.;BERNARDO;LOUIS;14/07/1997;04.82.93.69.91;07.94.66.58.56;bernardo.louis8731@orange.fr;9;RUE DE LA BOULE;42190;SAINT-HILAIRE-SOUS-CHARLIEU
FR-18052023-17351326;18/05/2023;27;M.;MARGUET;MARINO;23/09/1987;null;07.85.75.13.02;marino.marguet4739@free.fr;116;RUE DU MAS DE MONTELS;27120;FONTAINE-SOUS-JOUY
FR-01082015-18325848;08/01/2015;19;M.;WILLAUME;BENJAMIN;06/06/1984;05.19.80.26.27;06.60.31.41.26;benjamin.willaume2768@laposte.net;35;RUE DE L ILE;19130;SAINT-CYPRIEN
FR-07052018-14016196;05/07/2018;71;M.;ATES;CHE;06/07/1968;null;07.37.17.57.50;che.ates6720@free.fr;7;RUE DU HUIT MAI 1945;71800;SAINT-SYMPHORIEN-DES-BOIS
FR-10042016-15884629;04/10/2016;80;M.;PINTO;MARIN;22/11/1973;null;07.59.79.01.50;marin.pinto7827@sfr.fr;120;RUE YVES CUNY;80480;CREUSE
FR-10082010-16889953;08/10/2010;88;M.;GUIDET;OLIVIER;16/10/1961;null;null;olivier.guidet7015@orange.fr;68;RUE DES MARTYS;88450;ÉVAUX-ET-MÉNIL
FR-12062014-16467900;06/12/2014;70;Mme;AZZOUZ;SAN;26/10/1981;null;06.77.91.12.08;san.azzouz1813@wanadoo.fr;32;RUE EUGENE BISSON;70100;CRESANCEY
FR-24122021-17815321;24/12/2021;29;M.;COURCIER;MARCEL;18/10/1993;02.56.04.84.45;06.13.53.16.22;marcel.courcier@free.fr;102;CHEMIN DE LA TAILLEE;29800;SAINT-URBAIN
FR-30012011-19273498;30/01/2011;80;Mme;VERCRUYSSE;RITA;03/03/1958;null;null;rita@vercruysse.net;127;RUE ERNEST BONNET;80260;BEAUCOURT-SUR-L'HALLUE
FR-24122014-15793533;24/12/2014;07;M.;BOURDEL;AH;29/02/2000;null;07.55.75.06.31;ah.bourdel2431@wanadoo.fr;51;RUE LE NOTRE;07450;BURZET
FR-28022012-16620599;28/02/2012;33;M.;LOUCIF;JOSEPH;26/03/1967;null;06.43.45.22.60;loucif.joseph@gmail.com;50;RUE DES GRIVES;33420;SAINT-VINCENT-DE-PERTIGNAS
FR-03092021-18853413;09/03/2021;71;Mme;SIMONNOT;ROSETTE;22/12/1981;null;06.81.01.75.12;rosette.simonnot5918@gmail.com;99;ROUTE DE GASCOUIN;71220;LA GUICHE
FR-01122017-15431120;12/01/2017;26;Mme;CHUNG;MARIE;13/09/1941;null;07.92.39.96.44;marie.chung774@sfr.fr;137;RUE SALVADOR ALLENDE;26460;CRUPIES
FR-23082022-16568825;23/08/2022;04;M.;CHARDON;OTTO;25/09/1994;null;06.84.55.22.20;otto@chardon.fr;102;RUE DU STADE;04120;SOLEILHAS
FR-22062017-18376965;22/06/2017;56;M.;TISSERAND;MILAN;10/06/1979;null;07.30.09.54.46;milan.tisserand@gmail.com;129;CHEMIN DE VIDAU;56350;BÉGANNE
FR-22092014-17318559;22/09/2014;02;Mme;LEBERT;MARGUERITE;28/11/1949;null;07.40.99.96.00;marguerite.lebert1684@free.fr;83;RUE DE LACHAUX DE VINS LACHAUX;02120;PROISY
FR-08012021-16677616;01/08/2021;60;M.;MONIER;MANUEL;24/05/1987;null;null;monier.manuel5180@free.fr;10;RUE DU THEATRE;60220;BOUTAVENT
FR-03022010-16744463;02/03/2010;01;M.;CHAUVE;LAURENT;25/12/1987;null;06.38.74.37.62;laurent.chauve8137@gmail.com;55;RUE DES SPORTS;01310;BUELLAS
FR-17022022-15771908;17/02/2022;61;M.;FERET;CARLOS;16/10/1969;02.33.57.65.07;07.00.99.85.69;carlos.feret5034@free.fr;8;ROUTE DES ANGES;61410;SAINT-OUEN-LE-BRISOULT
FR-07092021-18247204;09/07/2021;31;M.;CHALUMEAU;PIERRE;15/07/1996;05.31.34.28.85;06.84.14.64.17;chalumeau.pierre2016@sfr.fr;74;CHEMIN DES GRANGES;31380;AZAS
FR-01022011-16258840;02/01/2011;26;Mme;CHAUVE;JEANNE;10/07/2003;null;07.35.13.45.02;jeanne.chauve@orange.fr;62;RUE DE LATTRE DE TASSIGNY;26120;CHABEUIL
FR-15092010-14894379;15/09/2010;74;Mme;BONARD;AH;08/11/1983;null;07.93.34.98.04;bonard.ah9859@gmail.com;14;PLACE DE FONTREYNE;74330;EPAGNY METZ-TESSY
FR-10062021-18490343;06/10/2021;83;Mme;FOURGEAUD;BLANCHE;21/09/1997;null;07.42.13.94.96;fourgeaud.blanche9635@wanadoo.fr;93;ROUTE LONCHEUX;83720;TRANS-EN-PROVENCE
FR-04032012-15783048;03/04/2012;71;M.;PANNIER;AH;30/08/1978;03.79.91.03.70;07.96.85.57.70;ah.pannier3193@free.fr;52;RUE DES TILLEULS;71670;SAINT-PIERRE-DE-VARENNES
FR-04102011-17080662;10/04/2011;81;Mme;ROQUET;BLANCHE;25/04/1990;05.32.49.15.41;07.87.23.84.03;blanche.roquet@free.fr;84;ROUTE DE COIRAC;81210;SAINT-GERMIER
FR-17062012-16059610;17/06/2012;03;M.;FLORET;BRAS;28/05/1944;null;07.70.74.93.62;floret.bras1840@gmail.com;103;RUE SAINT JEAN;03160;FRANCHESSE
FR-31072019-15866279;31/07/2019;70;M.;CAUCHY;PAUL;16/10/1942;null;06.97.95.08.36;paul.cauchy9393@gmail.com;73;IMPASSE DES ROULETTES;70800;MAGNONCOURT
FR-25032018-13825487;25/03/2018;60;Mme;BEN;MANON;26/09/1958;null;06.21.79.91.04;manon.ben2391@orange.fr;1;RUE DE L ENFER;60350;CHELLES
FR-24082014-15246308;24/08/2014;17;M.;POLET;ADAM;26/05/1967;null;06.21.89.65.27;adam.polet@free.fr;59;RUELLE DU PRIEURE;17170;TAUGON
FR-06092017-15408838;09/06/2017;70;Mme;GIGON;MARIE;23/09/2001;03.84.54.87.76;06.82.65.30.45;marie.gigon@gmail.com;122;IMPASSE DES CERISIERS;70110;SAINT-FERJEUX
FR-08102014-16552442;10/08/2014;60;Mme;VISSE;MERCEDES;08/11/2001;null;07.31.37.55.22;mercedes.visse9018@laposte.net;24;RUE DE FONT NERIS;60800;DUVY
FR-30082018-16559652;30/08/2018;40;Mme;GIRET;CONSTANCE;15/04/2000;null;07.82.12.44.66;constance.giret9718@gmail.com;106;RUE DES FORGERONS;40180;CANDRESSE
FR-23022014-15444883;23/02/2014;62;M.;KOPP;THOMAS;31/10/1981;null;07.78.36.53.96;thomas.kopp4903@live.fr;49;RUE JEAN LECLAIRE;62134;TILLY-CAPELLE
FR-18062023-16351902;18/06/2023;67;M.;LOPEZ;DIODORE;24/06/1952;null;null;diodore.lopez8458@wanadoo.fr;72;RUE DES VIGNES;67270;GEISWILLER-ZŒBERSDORF
FR-20122015-17234017;20/12/2015;70;M.;LENEVEU;FRANCO;17/12/1975;03.70.32.54.43;07.60.86.32.80;franco.leneveu6328@orange.fr;20;RUE CHAPUZIE;70000;MONTCEY
FR-03042010-17802215;04/03/2010;36;Mme;DELSART;VICTOIRE;09/03/2002;02.54.70.54.84;null;delsart.victoire573@laposte.net;58;RUE TURGOT;36100;BRIVES
FR-08122014-17674419;12/08/2014;88;Mme;BEILLARD;ROMAINE;14/07/1993;null;06.20.14.53.15;beillard.romaine8063@laposte.net;118;RUE DE LAGORD;88470;LA VOIVRE
FR-04052022-16052401;05/04/2022;39;Mme;DREYER;LIEN;14/07/1981;03.63.61.37.44;06.15.18.58.98;lien.dreyer@orange.fr;143;CHEMIN CANDAU;39230;CHAUMERGY
FR-23022014-16566205;23/02/2014;26;Mme;PETIT;ROSETTE;20/12/2002;null;06.88.23.83.34;petit.rosette8550@free.fr;107;RUE SADI CARNOT;26110;SAINT-MAURICE-SUR-EYGUES
FR-16032016-16109418;16/03/2016;89;M.;CHAKIR;LOUIS;01/08/1952;null;07.43.41.86.49;louis@chakir.fr;43;RUE DU FBG ST NICOLAS;89500;ROUSSON
FR-12012020-17019713;01/12/2020;18;Mme;MOUTIER;LENI;22/10/1951;null;06.43.82.86.03;moutier.leni1702@free.fr;8;RUE ST JOSEPH;18340;SAINTE-LUNAISE
FR-24072022-15254827;24/07/2022;54;Mme;MOUGEL;AH;22/05/1942;null;07.37.38.45.89;ah.mougel9734@sfr.fr;126;RUE DES LUCIOLES;54610;MAILLY-SUR-SEILLE
FR-06012016-15416702;01/06/2016;80;Mme;LEGAY;LUCIE;03/06/1992;03.64.37.39.18;07.98.83.66.11;legay.lucie@gmail.com;119;AVENUE ADRIEN ALLARD;80740;RONSSOY
FR-13072021-16287021;13/07/2021;25;M.;SCHEER;JUSTE;20/04/1977;null;06.47.12.31.52;scheer.juste2849@laposte.net;94;ROUTE DU CARLA BAYLE;25160;SAINT-POINT-LAC
FR-14112016-16536058;14/11/2016;32;M.;GAUDARD;HENRI;08/08/1976;null;07.36.36.49.11;gaudard.henri@free.fr;79;RUELLE DAVID;32140;CHÉLAN
FR-28082019-17956879;28/08/2019;27;Mme;GUILLEUX;LAURE;03/01/1975;02.37.62.27.91;07.92.18.59.82;laure.guilleux2858@gmail.com;119;RUE GEORGES BIZET;27190;CHAMP-DOLENT
FR-19082014-16814586;19/08/2014;21;Mme;BASTIN;DOMENICA;11/05/1957;null;06.37.61.49.63;bastin.domenica5046@free.fr;82;SENTIER DES BONNES GENS;21490;BELLEFOND
FR-12082013-17242536;08/12/2013;63;M.;SOUSSI;PIERRE;02/10/1948;04.43.00.37.76;06.50.89.82.90;pierre.soussi@wanadoo.fr;127;AVENUE EUGENE GAZEAU;63330;BUSSIÈRES
FR-21092012-19609043;21/09/2012;45;M.;GRANDPIERRE;THOMAS;15/07/1973;null;07.73.07.33.47;thomas@grandpierre.me;86;RUE DES PRES;45480;JOUY-EN-PITHIVERAIS
FR-26112017-19293159;26/11/2017;45;M.;BOULESTEIX;LOUIS;28/10/1989;null;07.60.95.04.15;louis.boulesteix@sfr.fr;103;ROUTE DE MONDORFF;45150;FÉROLLES
FR-11022019-17620023;02/11/2019;59;M.;MAZURIER;BRAS;05/01/1944;null;07.09.07.76.95;bras.mazurier8825@laposte.net;137;ROUTE DE KEROUANNEC;59187;DECHY
FR-13022015-15239099;13/02/2015;24;Mme;TRUC;AGATHE;04/10/1999;null;07.78.98.90.91;agathe.truc3831@sfr.fr;19;IMPASSE DES CHATAIGNIERS;24350;TOCANE-SAINT-APRE
FR-14042021-15617242;14/04/2021;08;M.;BOURG;ALTAN;13/08/1978;null;null;altan.bourg2983@sfr.fr;60;CHEMIN DE LA VOIE CHAINTREE;08240;BUZANCY
FR-01102021-18191499;10/01/2021;93;Mme;CLARISSE;LOURDES;06/09/1983;01.43.33.80.75;07.72.43.47.74;lourdes.clarisse5984@sfr.fr;42;RUE DU HUIT MAI;93350;LE BOURGET
FR-16112019-16627153;16/11/2019;29;M.;HOUARD;JOSEPH;24/08/1959;null;06.56.16.62.51;joseph.houard411@free.fr;116;RUE DES HORTENSIAS;29150;CAST
FR-18052017-15990143;18/05/2017;94;M.;MENET;CHARLES;02/05/1947;null;07.68.54.21.27;charles.menet@orange.fr;64;RUE DE L ARGENTERIE;94210;SAINT-MAUR-DES-FOSSÉS
FR-01092010-17842847;09/01/2010;26;Mme;FRESNEL;VICTOIRE;10/10/2003;04.87.05.24.45;06.86.11.90.06;fresnel.victoire@orange.fr;53;CHEMIN DE COAT PERNES;26150;VACHÈRES-EN-QUINT
FR-19022021-18163973;19/02/2021;38;M.;BENSLIMANE;BRAS;02/11/1963;null;07.64.80.13.22;bras.benslimane2907@free.fr;122;ROUTE D ANCHE;38370;SAINT-ALBAN-DU-RHÔNE
FR-21012010-14315696;21/01/2010;68;M.;SEUX;OM;14/05/1951;null;06.80.51.92.23;om.seux634@orange.fr;19;GRANDE RUE GRAND RUE;68128;VILLAGE-NEUF
FR-19122014-17453562;19/12/2014;21;M.;BOUCHEREAU;AH;05/08/1948;null;07.70.62.02.96;ah.bouchereau6965@wanadoo.fr;88;ROUTE D'AUZANCES;21150;GRIGNON
FR-12072021-16739219;07/12/2021;82;M.;AIRAULT;ROLF;10/04/1963;null;07.49.32.63.56;rolf.airault1962@wanadoo.fr;55;RUE DE LA FRANQUETTE;82100;GARGANVILLAR
FR-13112015-17417518;13/11/2015;07;Mme;NICOLAU;URSULA;29/12/1959;null;06.77.44.82.43;ursula.nicolau1085@live.fr;47;AVENUE DE LA MASSANE;07310;LACHAPELLE-SOUS-CHANÉAC
FR-15042022-18890768;15/04/2022;24;Mme;PAWLOWSKI;NATALE;28/11/1974;null;07.37.41.50.02;natale.pawlowski5084@sfr.fr;67;RUE DU COLONEL ROZANOFF;24600;RIBÉRAC
FR-12082014-17386716;08/12/2014;48;M.;DELSAUT;CHARLES;05/10/1965;04.49.66.54.84;06.62.98.13.91;delsaut.charles@orange.fr;121;CHEMIN DE JOREAU;48230;ESCLANÈDES
FR-15022018-18881593;15/02/2018;25;M.;SZYMCZAK;VINCENT;04/08/1981;null;07.70.68.03.08;szymczak.vincent1729@sfr.fr;25;RUE DU FOURNEAU;25430;SANCEY
FR-18042018-18426118;18/04/2018;30;Mme;GUILLIER;SUZANNE;15/07/1994;null;07.90.07.32.95;suzanne.guillier5093@laposte.net;29;ROUTE NATIONALE 42;30730;SAINT-BAUZÉLY
FR-17072012-16015047;17/07/2012;68;Mme;MANGE;GABRIELLE;05/02/1985;null;07.70.44.47.24;gabrielle.mange470@laposte.net;30;CLOS STE HELENE RTE D'ORGON;68740;RUSTENHART
FR-19012022-17580047;19/01/2022;31;Mme;TESTON;VIRGINIE;17/11/1948;05.81.32.24.06;06.95.49.52.24;virginie.teston@orange.fr;134;AVENUE DES CELTES;31350;SAINT-PÉ-DELBOSC
FR-13032015-18529009;13/03/2015;84;Mme;BEAUFRERE;MONIQUE;19/05/1976;null;07.49.47.94.48;monique.beaufrere@free.fr;52;ROUTE TY SOUL;84120;MIRABEAU
FR-04082013-17529584;08/04/2013;89;Mme;FERRARIS;LULU;17/03/1940;null;06.19.69.64.31;lulu.ferraris6550@orange.fr;134;PLACE DE LA 2EME D B;89800;LA CHAPELLE-VAUPELTEIGNE
FR-26012016-15609378;26/01/2016;19;Mme;GAUDY;JULIE;28/05/1946;null;07.40.48.02.36;julie.gaudy8921@free.fr;128;IMPASSE DES TILLEULS;19500;CUREMONTE
FR-09042019-15545152;04/09/2019;72;Mme;MOUNIR;AH;18/05/1977;null;06.83.37.22.67;mounir.ah@live.fr;12;AVENUE DE SAINT MARCELLIN;72650;TRANGÉ
FR-31102020-13508947;31/10/2020;55;Mme;CANO;AN;22/03/1987;null;07.49.28.43.43;an.cano@gmail.com;84;CHEMIN DE LA CROIX SAINT MARC;55500;NANT-LE-GRAND
FR-01092016-17128503;09/01/2016;35;Mme;TRUCHET;AMBRE;14/07/1974;null;06.16.00.64.51;ambre.truchet@orange.fr;10;RUE DU COUR S'IL PLEUT;35460;LES PORTES DU COGLAIS
FR-03022023-16744462;02/03/2023;76;M.;LEJEUNE;ARIEL;05/04/1948;02.76.45.84.76;07.08.86.67.20;ariel.lejeune3400@orange.fr;74;CHEMIN DES COTTERELLES;76400;GANZEVILLE
FR-04072021-16604871;07/04/2021;19;Mme;BELLAL;SUZANNE;18/03/1992;null;06.33.58.94.18;suzanne.bellal@free.fr;110;ROUTE DE PONT DE LIGNON;19130;SAINT-AULAIRE
FR-01102010-15745038;10/01/2010;80;M.;LABIT;CHARLES;27/05/1955;null;null;charles.labit@free.fr;85;RUE DE LA METAIRIE;80135;ONEUX
FR-23072019-19113591;23/07/2019;57;Mme;BEAUVALLET;SYLVIE;06/06/1983;null;06.11.48.34.43;beauvallet.sylvie@laposte.net;123;RUE DE BEAUREGARD;57570;PUTTELANGE-LÈS-THIONVILLE
